,CO_UF_RESIDENCIA,NU_IDADE,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,TP_DEPENDENCIA_ADM_ESC,IN_BAIXA_VISAO,IN_CEGUEIRA,IN_SURDEZ,IN_DISLEXIA,IN_DISCALCULIA,IN_SABATISTA,IN_GESTANTE,IN_IDOSO,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,TP_LINGUA,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO
3464,23,17,1,1,2,0,3,1.0,0,4.0,0,0,0,0,0,0,0,0,1,1,1,688.2,655.1,662.7,0,1.0,160.0,120.0,120.0,140.0,100.0,640.0
3465,35,18,4,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,398.9,398.7,398.1,0,1.0,120.0,120.0,100.0,120.0,60.0,520.0
3466,11,21,2,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,369.5,473.0,363.2,1,9.0,0.0,0.0,0.0,0.0,0.0,0.0
3467,27,23,4,1,1,3,1,,0,,0,0,0,0,0,0,0,0,1,1,1,538.4,619.3,573.0,1,1.0,180.0,180.0,180.0,200.0,180.0,920.0
3468,33,21,3,1,1,3,1,,0,,0,0,0,0,0,0,0,0,1,1,1,416.7,469.4,449.1,1,1.0,120.0,100.0,120.0,100.0,80.0,520.0
3469,23,19,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,415.2,491.3,482.9,1,1.0,80.0,80.0,80.0,60.0,0.0,300.0
3470,31,17,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
3471,33,23,3,1,1,4,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
3472,23,18,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,451.4,421.7,413.1,1,1.0,40.0,40.0,0.0,40.0,40.0,160.0
3473,41,19,1,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,530.7,497.4,490.8,0,1.0,100.0,120.0,100.0,100.0,120.0,540.0
3474,52,18,4,1,2,0,3,1.0,0,4.0,0,0,0,0,0,0,0,0,1,1,1,475.9,433.9,534.8,1,1.0,100.0,120.0,100.0,120.0,40.0,480.0
3475,23,29,3,2,1,10,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
3476,51,23,3,1,1,3,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
3477,35,34,1,1,1,10,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
3478,15,15,2,1,2,0,3,1.0,0,4.0,0,0,0,0,0,0,0,0,1,1,1,542.0,577.0,516.0,1,1.0,120.0,120.0,80.0,120.0,80.0,520.0
3479,35,22,1,1,1,4,1,,0,,0,0,0,0,0,0,0,0,1,1,1,635.0,669.1,577.2,0,1.0,160.0,140.0,120.0,160.0,120.0,700.0
3480,35,15,1,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,558.1,597.1,571.7,0,1.0,140.0,120.0,120.0,100.0,80.0,560.0
3481,23,17,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,447.7,451.4,398.2,0,1.0,120.0,100.0,80.0,120.0,100.0,520.0
3482,32,20,1,2,2,0,2,3.0,0,2.0,0,0,0,0,0,1,0,0,1,1,1,415.0,358.4,423.3,1,1.0,160.0,140.0,120.0,160.0,100.0,680.0
3483,26,17,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,502.3,437.1,376.4,0,1.0,100.0,80.0,80.0,100.0,40.0,400.0
3484,23,18,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
3485,23,24,1,1,1,7,1,,0,,0,0,0,0,0,0,0,0,1,1,1,453.1,562.2,604.5,1,1.0,160.0,140.0,120.0,160.0,100.0,680.0
3486,50,22,2,1,1,5,1,,0,,0,0,0,0,0,0,0,0,1,1,1,447.8,418.9,528.4,1,6.0,0.0,0.0,0.0,0.0,0.0,0.0
3487,27,22,4,1,1,4,1,,0,,0,0,0,0,0,0,0,0,1,1,1,437.8,559.1,575.6,1,1.0,160.0,160.0,160.0,160.0,200.0,840.0
3488,28,20,2,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,497.3,505.6,507.0,1,1.0,120.0,100.0,100.0,100.0,60.0,480.0
3489,35,29,3,1,2,0,2,3.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
3490,35,44,2,1,1,10,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
3491,35,28,1,1,1,8,1,,0,,0,0,0,0,0,0,0,0,1,1,1,440.4,496.7,561.4,0,1.0,100.0,80.0,80.0,80.0,40.0,380.0
3492,35,20,3,1,1,3,1,,0,,0,0,0,0,0,0,0,0,1,1,1,399.8,563.1,549.0,0,1.0,120.0,140.0,160.0,140.0,120.0,680.0
3493,25,17,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
3494,31,18,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,412.3,570.7,542.4,0,1.0,120.0,100.0,80.0,100.0,40.0,440.0
3495,31,26,3,1,1,8,1,,0,,0,0,0,0,0,0,0,0,1,1,1,554.9,618.4,564.5,1,1.0,160.0,160.0,140.0,160.0,120.0,740.0
3496,27,20,1,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,438.4,514.4,505.3,0,1.0,120.0,120.0,100.0,100.0,80.0,520.0
3497,29,15,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,491.3,448.4,471.2,0,1.0,120.0,120.0,120.0,120.0,120.0,600.0
3498,43,20,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,398.3,574.6,497.9,1,1.0,120.0,120.0,100.0,120.0,60.0,520.0
3499,29,19,1,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,433.7,534.6,545.7,1,1.0,140.0,120.0,160.0,120.0,120.0,660.0
3500,31,34,2,1,1,10,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
3501,26,21,1,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,421.1,426.2,499.4,1,1.0,120.0,80.0,80.0,120.0,0.0,400.0
3502,41,30,3,1,2,0,2,3.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
3503,41,17,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,609.5,613.4,612.5,1,1.0,100.0,120.0,120.0,120.0,80.0,540.0
3504,26,48,3,1,1,7,1,,0,,0,0,0,0,0,0,0,0,1,1,1,386.2,516.0,475.1,1,1.0,120.0,120.0,140.0,120.0,120.0,620.0
3505,31,17,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,564.6,578.0,596.1,0,1.0,140.0,100.0,120.0,120.0,120.0,600.0
3506,33,22,3,1,1,3,1,,0,,0,0,0,0,0,0,0,0,1,1,1,370.7,494.5,465.5,1,1.0,120.0,100.0,120.0,140.0,80.0,560.0
3507,26,15,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
3508,33,17,2,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,431.1,607.7,508.4,0,1.0,120.0,120.0,120.0,120.0,120.0,600.0
3509,11,19,2,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,586.7,544.6,497.8,1,1.0,120.0,40.0,60.0,100.0,60.0,380.0
3510,52,19,4,1,2,0,2,3.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
3511,23,17,1,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,390.9,385.6,450.7,0,1.0,100.0,100.0,100.0,80.0,100.0,480.0
3512,35,16,1,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,457.5,602.0,580.5,0,1.0,140.0,120.0,100.0,120.0,100.0,580.0
3513,11,18,1,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,416.9,406.9,424.5,1,1.0,100.0,100.0,100.0,100.0,60.0,460.0
3514,41,18,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,459.7,500.1,570.6,1,1.0,120.0,120.0,100.0,120.0,100.0,560.0
3515,29,17,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,499.4,506.5,455.7,1,1.0,100.0,120.0,100.0,80.0,100.0,500.0
3516,26,20,1,1,1,3,1,,0,,0,0,0,0,0,0,0,0,1,1,1,383.6,560.6,496.0,1,1.0,120.0,120.0,120.0,80.0,120.0,560.0
3517,52,19,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,399.9,456.2,433.6,1,1.0,100.0,80.0,80.0,100.0,0.0,360.0
3518,35,41,3,1,4,0,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
3519,41,17,1,1,2,0,2,3.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,496.5,628.2,559.2,0,1.0,160.0,120.0,120.0,160.0,60.0,620.0
3520,33,18,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,495.4,596.0,539.2,1,1.0,120.0,120.0,120.0,120.0,120.0,600.0
3521,35,20,2,1,1,3,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
3522,16,23,1,1,4,0,1,,0,,0,0,0,0,0,0,0,0,1,1,1,449.3,381.5,453.2,1,1.0,120.0,100.0,120.0,100.0,60.0,500.0
3523,35,17,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,443.9,543.9,538.8,1,1.0,100.0,120.0,80.0,80.0,60.0,440.0
3524,29,18,3,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,488.0,585.3,499.9,1,1.0,120.0,120.0,120.0,120.0,80.0,560.0
3525,27,46,4,1,1,8,1,,0,,0,0,0,0,0,0,0,0,1,1,1,429.5,607.4,594.4,1,1.0,120.0,120.0,140.0,120.0,160.0,660.0
3526,23,19,1,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,578.0,573.2,502.3,1,1.0,120.0,120.0,120.0,120.0,40.0,520.0
3527,28,41,3,1,1,3,1,,0,,0,0,0,0,0,0,0,0,1,1,1,448.4,362.7,396.4,1,1.0,100.0,120.0,100.0,80.0,80.0,480.0
3528,35,24,1,1,1,7,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
3529,35,17,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
3530,15,24,3,1,4,0,1,,0,,0,0,0,0,0,0,0,0,1,1,1,441.8,498.2,405.1,1,1.0,100.0,120.0,100.0,80.0,20.0,420.0
3531,23,16,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,566.8,619.3,617.5,0,1.0,120.0,160.0,160.0,180.0,120.0,740.0
3532,23,20,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,415.0,521.6,542.9,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0
3533,29,18,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,391.0,368.0,354.9,1,1.0,120.0,120.0,120.0,100.0,40.0,500.0
3534,35,21,1,1,1,4,1,,0,,0,0,0,0,0,0,0,0,1,1,1,463.2,559.9,511.5,0,1.0,160.0,160.0,120.0,120.0,40.0,600.0
3535,51,17,4,1,2,0,3,1.0,0,4.0,0,0,0,0,0,0,0,0,1,1,1,561.2,544.4,424.9,0,1.0,160.0,200.0,160.0,180.0,180.0,880.0
3536,35,20,1,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,535.7,645.6,625.8,0,1.0,120.0,140.0,120.0,120.0,100.0,600.0
3537,24,20,1,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,385.2,625.7,539.9,1,1.0,80.0,100.0,120.0,120.0,80.0,500.0
3538,31,40,3,1,1,10,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
3539,33,43,1,1,4,0,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
3540,35,18,1,1,2,0,3,1.0,0,4.0,0,0,0,0,0,0,0,0,1,1,1,633.9,700.0,645.7,0,1.0,180.0,200.0,200.0,200.0,180.0,960.0
3541,35,22,3,2,1,4,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
3542,29,19,3,1,1,2,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
3543,31,33,3,1,1,9,1,,0,,0,0,0,0,0,0,0,0,1,1,1,391.1,434.7,432.5,0,1.0,120.0,80.0,80.0,100.0,20.0,400.0
3544,33,17,4,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,405.2,464.3,451.5,1,1.0,120.0,120.0,120.0,100.0,20.0,480.0
3545,35,22,3,1,3,0,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
3546,33,25,3,1,1,10,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
3547,52,21,4,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,402.2,393.8,466.7,1,1.0,100.0,120.0,80.0,100.0,60.0,460.0
3548,25,26,1,1,1,10,1,,0,,0,0,0,0,0,0,0,0,1,1,1,491.4,591.2,554.3,0,1.0,120.0,120.0,120.0,120.0,80.0,560.0
3549,35,19,1,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,0,403.6,477.8,,1,,,,,,,
3550,52,19,3,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,560.5,591.0,603.8,0,1.0,120.0,120.0,120.0,120.0,140.0,620.0
3551,15,24,3,1,1,4,1,,0,,0,0,0,0,0,0,0,0,1,1,1,399.6,526.8,410.9,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
3552,35,17,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,427.1,344.6,359.9,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0
3553,43,18,1,1,2,0,3,1.0,0,4.0,0,0,0,0,0,0,0,0,1,1,1,519.2,597.6,510.4,0,1.0,120.0,120.0,100.0,120.0,40.0,500.0
3554,25,24,3,1,1,6,1,,0,,0,0,0,0,0,0,0,0,1,1,1,387.0,478.8,464.9,1,1.0,100.0,120.0,100.0,100.0,20.0,440.0
3555,41,18,1,1,2,0,3,1.0,0,4.0,0,0,0,0,0,0,0,0,1,1,1,575.8,624.7,511.1,0,1.0,160.0,160.0,140.0,160.0,120.0,740.0
3556,23,17,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,418.2,405.3,490.9,1,1.0,120.0,80.0,100.0,120.0,100.0,520.0
3557,21,28,1,1,1,10,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
3558,51,18,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,381.2,525.9,430.5,1,1.0,140.0,120.0,120.0,120.0,60.0,560.0
3559,23,17,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,423.1,577.1,656.2,1,1.0,160.0,140.0,140.0,160.0,160.0,760.0
3560,23,25,3,1,1,6,1,,0,,0,0,0,0,0,0,0,0,1,1,1,565.3,644.0,624.5,0,1.0,120.0,100.0,100.0,120.0,60.0,500.0
3561,51,20,5,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,425.9,576.9,522.8,1,1.0,120.0,120.0,100.0,160.0,100.0,600.0
3562,27,28,3,1,1,6,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
3563,13,20,3,1,1,1,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
3564,41,17,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,388.8,577.1,562.5,0,1.0,120.0,140.0,120.0,140.0,40.0,560.0
3565,26,17,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,438.6,492.9,499.5,1,1.0,120.0,120.0,120.0,120.0,100.0,580.0
3566,29,44,3,1,1,10,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
3567,29,19,0,1,1,1,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
3568,15,18,3,1,2,0,3,1.0,0,4.0,0,0,0,0,0,0,0,0,1,1,1,474.2,578.7,480.0,1,1.0,140.0,140.0,140.0,140.0,80.0,640.0
3569,21,23,3,1,1,5,1,,0,,0,0,0,0,0,0,0,0,1,1,1,485.4,571.8,546.5,0,1.0,120.0,120.0,100.0,100.0,20.0,460.0
3570,35,17,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,554.1,553.8,530.9,0,1.0,120.0,120.0,120.0,120.0,120.0,600.0
3571,27,21,3,1,1,3,1,,0,,0,0,0,0,0,0,0,0,1,1,1,510.7,541.1,549.7,1,1.0,100.0,120.0,80.0,120.0,40.0,460.0
3572,29,19,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,510.6,411.1,390.9,1,1.0,80.0,80.0,80.0,80.0,80.0,400.0
3573,35,19,3,1,1,1,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
3574,52,17,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,383.1,567.4,463.7,0,1.0,100.0,120.0,100.0,120.0,40.0,480.0
3575,29,43,1,1,1,10,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
3576,35,17,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,422.4,525.3,466.2,1,1.0,120.0,100.0,120.0,120.0,40.0,500.0
3577,43,17,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,438.8,545.0,562.4,1,1.0,120.0,120.0,120.0,140.0,60.0,560.0
3578,35,18,1,1,2,0,3,1.0,0,4.0,0,0,0,0,0,0,0,0,1,1,1,566.8,631.4,534.9,0,1.0,160.0,120.0,120.0,120.0,80.0,600.0
3579,27,23,3,1,4,0,1,,0,,0,0,0,0,0,0,0,0,1,1,1,426.2,496.0,547.4,0,1.0,120.0,120.0,120.0,100.0,40.0,500.0
3580,26,20,2,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,651.5,653.1,652.2,0,1.0,140.0,180.0,160.0,200.0,200.0,880.0
3581,43,34,1,1,1,10,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
3582,31,18,1,1,1,1,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
3583,22,16,4,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,500.6,592.4,426.8,1,1.0,120.0,120.0,120.0,140.0,120.0,620.0
3584,35,17,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,484.6,488.2,516.6,0,1.0,120.0,80.0,100.0,120.0,60.0,480.0
3585,29,17,4,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,461.3,445.1,358.1,1,1.0,80.0,80.0,80.0,80.0,60.0,380.0
3586,35,16,1,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,632.0,626.0,608.7,0,1.0,160.0,200.0,200.0,200.0,160.0,920.0
3587,35,19,1,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,610.9,659.4,603.9,0,1.0,160.0,160.0,180.0,180.0,200.0,880.0
3588,17,16,1,1,2,0,3,1.0,0,4.0,0,0,0,0,0,0,0,0,1,1,1,542.8,515.4,459.7,1,1.0,140.0,120.0,120.0,120.0,60.0,560.0
3589,35,22,1,1,1,5,1,,0,,0,0,0,0,0,0,0,0,1,1,1,445.8,469.7,516.4,1,1.0,120.0,120.0,100.0,100.0,40.0,480.0
3590,23,24,3,1,1,7,1,,0,,0,0,0,0,0,0,0,0,1,1,1,507.5,606.6,587.4,0,1.0,120.0,120.0,80.0,120.0,40.0,480.0
3591,29,17,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,438.4,456.8,489.8,0,1.0,140.0,120.0,120.0,120.0,100.0,600.0
3592,35,34,3,2,1,10,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
3593,35,17,1,1,2,0,3,1.0,0,4.0,0,0,0,0,0,0,0,0,1,1,1,613.9,641.0,648.2,0,1.0,140.0,140.0,100.0,120.0,100.0,600.0
3594,41,16,1,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,560.8,548.6,512.2,0,1.0,120.0,100.0,100.0,120.0,120.0,560.0
3595,35,17,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,451.4,511.0,559.9,0,1.0,120.0,120.0,120.0,120.0,100.0,580.0
3596,35,15,1,1,3,0,1,,1,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
3597,26,22,3,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,564.8,594.4,605.5,0,1.0,120.0,120.0,120.0,120.0,120.0,600.0
3598,33,18,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,410.8,530.3,424.9,1,1.0,120.0,100.0,120.0,120.0,60.0,520.0
3599,21,18,3,1,1,1,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
3600,35,18,3,1,1,1,1,,0,,0,0,0,0,0,1,0,0,1,1,1,582.6,581.3,606.5,0,1.0,120.0,140.0,120.0,120.0,120.0,620.0
3601,32,17,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,478.5,530.9,526.6,1,1.0,120.0,120.0,100.0,120.0,60.0,520.0
3602,15,47,3,1,1,10,1,,0,,0,0,0,0,0,0,0,0,1,1,1,475.0,435.1,455.3,1,1.0,120.0,120.0,100.0,120.0,40.0,500.0
3603,50,17,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,380.2,466.1,417.0,1,1.0,140.0,120.0,120.0,140.0,60.0,580.0
3604,29,18,1,2,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,598.8,587.9,537.9,0,1.0,140.0,120.0,120.0,140.0,100.0,620.0
3605,33,20,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,477.9,528.4,511.8,1,1.0,120.0,120.0,140.0,100.0,100.0,580.0
3606,26,22,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,422.3,514.3,482.1,1,1.0,120.0,120.0,120.0,120.0,80.0,560.0
3607,35,28,2,1,1,10,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
3608,25,22,1,1,1,5,1,,0,,0,0,0,0,0,0,0,0,1,1,1,583.1,581.5,562.2,1,1.0,120.0,120.0,120.0,120.0,40.0,520.0
3609,51,17,3,2,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,444.9,562.4,543.4,1,1.0,120.0,120.0,120.0,120.0,100.0,580.0
3610,35,22,3,1,1,5,1,,0,,0,0,0,0,0,0,0,0,1,1,1,405.0,554.9,516.8,0,1.0,120.0,120.0,100.0,120.0,140.0,600.0
3611,29,38,1,1,1,6,1,,0,,0,0,0,0,0,0,0,0,1,1,1,395.5,425.4,401.6,1,1.0,40.0,40.0,40.0,20.0,20.0,160.0
3612,13,19,1,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,413.0,509.7,505.3,1,1.0,100.0,120.0,80.0,80.0,0.0,380.0
3613,33,44,3,1,1,4,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
3614,31,20,3,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,434.8,561.3,553.6,1,1.0,120.0,120.0,100.0,120.0,40.0,500.0
3615,26,21,3,1,1,3,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
3616,29,21,2,1,1,2,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
3617,33,18,2,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,416.5,592.5,469.5,1,1.0,140.0,120.0,120.0,120.0,40.0,540.0
3618,31,17,1,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,380.5,558.8,585.2,0,1.0,120.0,120.0,100.0,100.0,60.0,500.0
3619,23,28,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,423.5,454.5,475.8,1,1.0,80.0,80.0,60.0,60.0,40.0,320.0
3620,26,17,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
3621,17,17,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,430.2,397.4,464.6,1,1.0,120.0,80.0,80.0,100.0,40.0,420.0
3622,21,21,3,1,1,4,1,,0,,0,0,0,0,0,0,0,0,1,1,1,452.4,574.4,576.4,1,1.0,160.0,160.0,160.0,180.0,140.0,800.0
3623,23,23,1,1,2,0,2,3.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,418.6,413.8,423.3,1,1.0,60.0,80.0,80.0,80.0,0.0,300.0
3624,51,18,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
3625,23,18,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,578.4,580.2,588.2,1,1.0,160.0,160.0,160.0,160.0,80.0,720.0
3626,31,19,3,1,1,2,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
3627,27,18,3,1,2,0,2,1.0,0,1.0,0,0,0,0,0,0,0,0,1,1,1,575.9,661.9,559.7,0,1.0,160.0,120.0,120.0,120.0,120.0,640.0
3628,43,18,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,469.2,447.0,461.7,1,1.0,120.0,80.0,80.0,100.0,40.0,420.0
3629,29,49,3,2,1,10,1,,0,,0,0,0,0,0,0,0,0,1,1,1,531.0,429.3,493.2,1,1.0,140.0,140.0,100.0,100.0,20.0,500.0
3630,23,28,3,1,1,8,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
3631,41,17,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,430.2,528.7,540.6,1,1.0,100.0,100.0,120.0,120.0,100.0,540.0
3632,41,28,1,1,1,10,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
3633,26,19,3,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,444.5,530.3,506.8,1,1.0,120.0,100.0,80.0,100.0,100.0,500.0
3634,28,22,4,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,478.6,507.3,465.3,1,1.0,100.0,80.0,80.0,100.0,40.0,400.0
